Scaffold,Transcription Start,Strand,Name,Gene,Product
NC_007604,2447772,-,-,Synpcc7942_2380,hypothetical protein
NC_007604,2447996,-,ffs,Synpcc7942_R0047,-
NC_007604,2448076,+,panB,Synpcc7942_2381,3-methyl-2-oxobutanoate hydroxymethyltransferase
NC_007604,2450069,-,-,Synpcc7942_2382,coproporphyrinogen III oxidase
NC_007604,2450109,+,-,Synpcc7942_2383,"nucleotide binding protein, PINc"
NC_007604,2451384,+,-,Synpcc7942_2384,pyruvate:ferredoxin (flavodoxin) oxidoreductase
NC_007604,2454974,+,-,Synpcc7942_2385,dihydroorotate dehydrogenase 2
NC_007604,2455998,+,-,Synpcc7942_2386,hydrogenase expression/formation protein HypD
NC_007604,2459118,-,-,Synpcc7942_2387,hypothetical protein
NC_007604,2460331,-,-,Synpcc7942_2388,oxalate decarboxylase
NC_007604,2461442,-,-,Synpcc7942_2389,molecular chaperone DnaJ
NC_007604,2461433,+,-,Synpcc7942_2390,5-oxoprolinase
NC_007604,2465228,+,-,Synpcc7942_2391,oxidoreductase-like protein
NC_007604,2466011,+,-,Synpcc7942_2392,hypothetical protein
NC_007604,2467637,+,gltX,Synpcc7942_2393,glutamyl-tRNA synthetase
NC_007604,2470835,-,-,Synpcc7942_2394,Na+/H+ antiporter
NC_007604,2471140,-,-,Synpcc7942_2395,hypothetical protein
NC_007604,2471930,-,-,Synpcc7942_2396,HAD family phosphatase
NC_007604,2472461,-,-,Synpcc7942_2397,hypothetical protein
NC_007604,2472916,-,-,Synpcc7942_2398,Holliday junction resolvase-like protein
NC_007604,2474135,-,-,Synpcc7942_2399,hypothetical protein
NC_007604,2475316,-,-,Synpcc7942_2400,hypothetical protein
NC_007604,2475944,-,-,Synpcc7942_2401,heat shock protein Hsp20
NC_007604,2476025,+,-,Synpcc7942_2402,hypothetical protein
NC_007604,2477425,+,-,Synpcc7942_2403,hypothetical protein
NC_007604,2477807,+,-,Synpcc7942_2404,hypothetical protein
NC_007604,2478513,+,-,Synpcc7942_R0014,Phe tRNA
NC_007604,2478993,-,-,Synpcc7942_2405,hypothetical protein
NC_007604,2479051,+,-,Synpcc7942_2406,FAD dependent oxidoreductase
NC_007604,2480159,+,-,Synpcc7942_2407,hypothetical protein
NC_007604,2481395,-,-,Synpcc7942_2408,hypothetical protein
NC_007604,2482805,-,-,Synpcc7942_2409,adenylosuccinate synthetase
NC_007604,2482991,+,-,Synpcc7942_2410,adenosine deaminase
NC_007604,2484137,+,-,Synpcc7942_2411,hypothetical protein
NC_007604,2485251,-,-,Synpcc7942_2412,SPFH domain-containing protein/band 7 family protein
NC_007604,2485527,-,-,Synpcc7942_2413,hypothetical protein
NC_007604,2486650,-,-,Synpcc7942_2414,hypothetical protein
NC_007604,2488370,-,lysS,Synpcc7942_2415,lysyl-tRNA synthetase
NC_007604,2489207,-,-,Synpcc7942_2416,two component transcriptional regulator
NC_007604,2490579,-,-,Synpcc7942_2417,"transcriptional regulator, ABC transporter"
NC_007604,2491517,-,-,Synpcc7942_2418,transcriptional regulator
NC_007604,2491630,+,-,Synpcc7942_2419,hypothetical protein
NC_007604,2492215,+,-,Synpcc7942_2420,serine O-acetyltransferase
NC_007604,2493897,-,-,Synpcc7942_2421,high-affinity iron transporter
NC_007604,2494867,-,-,Synpcc7942_2422,hypothetical protein
NC_007604,2496775,-,-,Synpcc7942_2423,tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA
NC_007604,2497690,-,-,Synpcc7942_2424,hypothetical protein
NC_007604,2498661,-,-,Synpcc7942_2425,chaperon-like protein for quinone binding in photosystem II
NC_007604,2498921,-,petM,Synpcc7942_2426,cytochrome b6-f complex subunit PetM
NC_007604,2498972,+,-,Synpcc7942_2427,3-mercaptopyruvate sulfurtransferase
NC_007604,2500277,-,-,Synpcc7942_2428,biopolymer transport ExbD like protein
NC_007604,2500928,-,-,Synpcc7942_2429,biopolymer transport ExbB like protein
NC_007604,2502112,-,-,Synpcc7942_2430,"N(2),N(2)-dimethylguanosine tRNA methyltransferase"
NC_007604,2505955,-,-,Synpcc7942_2431,hypothetical protein
NC_007604,2506121,+,-,Synpcc7942_2432,hypothetical protein
NC_007604,2506726,+,-,Synpcc7942_2433,hypothetical protein
NC_007604,2507663,+,ilvH,Synpcc7942_2434,acetolactate synthase 3 regulatory subunit
NC_007604,2508185,+,-,Synpcc7942_2435,hypothetical protein
NC_007604,2509445,-,-,Synpcc7942_2436,peptide methionine sulfoxide reductase
NC_007604,2512368,-,ileS,Synpcc7942_2437,isoleucyl-tRNA synthetase
NC_007604,2513873,-,-,Synpcc7942_2438,CheA signal transduction histidine kinase
NC_007604,2513976,+,-,Synpcc7942_R0015,Leu tRNA
NC_007604,2514197,+,-,Synpcc7942_2439,beta-carotene hydroxylase
NC_007604,2517694,-,-,Synpcc7942_2440,polynucleotide phosphorylase
NC_007604,2518697,-,-,Synpcc7942_2441,phosphate transporter ATP-binding protein
NC_007604,2519609,-,-,Synpcc7942_2442,phosphate ABC transporter permease
NC_007604,2520594,-,-,Synpcc7942_2443,phosphate ABC transporter permease
NC_007604,2521919,-,-,Synpcc7942_2444,phosphate binding protein
NC_007604,2522933,-,-,Synpcc7942_2445,phosphate binding protein
NC_007604,2523919,-,-,Synpcc7942_2446,methionine aminopeptidase
NC_007604,2524094,+,-,Synpcc7942_2447,hypothetical protein
NC_007604,2524429,+,-,Synpcc7942_2448,GTP-binding protein HflX
NC_007604,2526169,+,-,Synpcc7942_2449,1-Cys peroxiredoxin
NC_007604,2529307,-,-,Synpcc7942_2450,general secretion pathway protein D
NC_007604,2530163,-,-,Synpcc7942_2451,type IV pilus assembly protein PilO
NC_007604,2530878,-,-,Synpcc7942_2452,Tfp pilus assembly protein PilN-like protein
NC_007604,2531958,-,-,Synpcc7942_2453,type IV pilus assembly protein PilM
NC_007604,2533374,-,-,Synpcc7942_2454,adenine phosphoribosyltransferase
NC_007604,2533536,+,-,Synpcc7942_2455,hypothetical protein
NC_007604,2534175,+,-,Synpcc7942_2456,hypothetical protein
NC_007604,2535240,+,glyQ,Synpcc7942_2457,glycyl-tRNA synthetase subunit alpha
NC_007604,2536184,+,-,Synpcc7942_2458,ComEC/Rec2-like protein
NC_007604,2538396,+,-,Synpcc7942_R0016,Ser tRNA
NC_007604,2538483,+,-,Synpcc7942_2459,hypothetical protein
NC_007604,2541181,-,-,Synpcc7942_2460,DNA-cytosine methyltransferase
NC_007604,2542737,-,-,Synpcc7942_2461,hypothetical protein
NC_007604,2544106,-,-,Synpcc7942_2462,sugar kinase
NC_007604,2545371,-,-,Synpcc7942_2463,S-adenosylmethionine synthetase
NC_007604,2546213,-,-,Synpcc7942_2464,N-acetylmannosamine-6-phosphate 2-epimerase
NC_007604,2546633,-,-,Synpcc7942_2465,hypothetical protein
NC_007604,2546850,+,-,Synpcc7942_2466,two component transcriptional regulator
NC_007604,2548443,-,aroE,Synpcc7942_2467,shikimate 5-dehydrogenase
NC_007604,2548584,+,dnaK,Synpcc7942_2468,molecular chaperone DnaK
NC_007604,2550704,+,-,Synpcc7942_2469,hypothetical protein
NC_007604,2551697,+,-,Synpcc7942_2470,hypothetical protein
NC_007604,2552611,+,nusB,Synpcc7942_2471,transcription antitermination protein NusB
NC_007604,2553267,+,-,Synpcc7942_2472,signal recognition particle-docking protein FtsY
NC_007604,2555003,+,-,Synpcc7942_2473,serine phosphatase
NC_007604,2556447,+,-,Synpcc7942_2474,hypothetical protein
NC_007604,2556692,+,-,Synpcc7942_2475,argininosuccinate lyase
NC_007604,2558256,+,-,Synpcc7942_2476,hypothetical protein
NC_007604,2559484,-,-,Synpcc7942_2477,hypothetical protein
NC_007604,2559874,-,-,Synpcc7942_2478,photosystem II reaction center W protein
NC_007604,2560375,+,-,Synpcc7942_2479,pilin-like protein
NC_007604,2561848,-,-,Synpcc7942_2480,prolyl 4-hydroxylase subunit alpha
NC_007604,2563068,-,-,Synpcc7942_2481,hypothetical protein
NC_007604,2563704,-,-,Synpcc7942_2482,hypothetical protein
NC_007604,2565170,-,-,Synpcc7942_2483,hypothetical protein
NC_007604,2565998,-,-,Synpcc7942_2484,hypothetical protein
NC_007604,2566728,-,-,Synpcc7942_2485,hypothetical protein
NC_007604,2568305,-,-,Synpcc7942_2486,hypothetical protein
NC_007604,2568613,+,-,Synpcc7942_2487,hypothetical protein
NC_007604,2568903,+,-,Synpcc7942_2488,hypothetical protein
NC_007604,2569594,+,-,Synpcc7942_2489,hypothetical protein
NC_007604,2570884,-,miaA,Synpcc7942_2490,tRNA delta(2)-isopentenylpyrophosphate transferase
NC_007604,2571012,+,gyrB,Synpcc7942_2491,DNA gyrase subunit B
NC_007604,2574068,-,-,Synpcc7942_2492,ATPase
NC_007604,2574822,-,-,Synpcc7942_2493,ATPase
NC_007604,2575742,-,-,Synpcc7942_2494,branched-chain amino acid ABC transporter permease
NC_007604,2576687,-,-,Synpcc7942_2495,integral membrane protein of the ABC-type Nat permease for neutral amino acids NatD
NC_007604,2577886,-,-,Synpcc7942_2496,branched-chain amino-acid ABC transport system periplasmic binding protein
NC_007604,2578371,-,ndk,Synpcc7942_2497,nucleoside diphosphate kinase
NC_007604,2579715,-,-,Synpcc7942_2498,hypothetical protein
NC_007604,2581095,-,-,Synpcc7942_2499,hypothetical protein
NC_007604,2581716,-,-,Synpcc7942_2500,hypothetical protein
NC_007604,2581939,+,-,Synpcc7942_2501,phospho-2-dehydro-3-deoxyheptonate aldolase
NC_007604,2584313,-,-,Synpcc7942_2502,hypothetical protein
NC_007604,2585460,-,-,Synpcc7942_2503,protochlorophyllide oxidoreductase
NC_007604,2586072,-,-,Synpcc7942_2504,hypothetical protein
NC_007604,2586130,+,-,Synpcc7942_2505,caffeoyl-CoA O-methyltransferase
NC_007604,2587497,-,-,Synpcc7942_2506,phosphoadenosine phosphosulfate reductase
NC_007604,2587797,-,-,Synpcc7942_2507,hypothetical protein
NC_007604,2588028,+,-,Synpcc7942_2508,type 2 NADH dehydrogenase NdbB
NC_007604,2589225,+,-,Synpcc7942_2509,HAD family hydrolase
NC_007604,2589959,+,-,Synpcc7942_2510,translation initiation factor 1
NC_007604,2590759,-,-,Synpcc7942_2511,hypothetical protein
NC_007604,2592131,-,-,Synpcc7942_2512,hypothetical protein
NC_007604,2592285,+,-,Synpcc7942_2513,photosystem I assembly BtpA
NC_007604,2593241,+,-,Synpcc7942_2514,ornithine carbamoyltransferase
NC_007604,2596459,-,-,Synpcc7942_2515,DNA helicase
NC_007604,2596584,+,-,Synpcc7942_R0018,Ala tRNA
NC_007604,2596965,-,-,Synpcc7942_2516,hypothetical protein
NC_007604,2597729,-,-,Synpcc7942_2517,hypothetical protein
NC_007604,2599148,-,glgA,Synpcc7942_2518,glycogen synthase
NC_007604,2601896,-,-,Synpcc7942_2519,diguanylate cyclase/phosphodiesterase
NC_007604,2602689,-,-,Synpcc7942_2520,hypothetical protein
NC_007604,2604026,-,-,Synpcc7942_2521,"nucleotide binding protein, PINc"
NC_007604,2605010,-,-,Synpcc7942_2522,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase
NC_007604,2605009,+,-,Synpcc7942_2523,hypothetical protein
NC_007604,2605267,+,tig,Synpcc7942_2524,trigger factor
NC_007604,2606764,+,-,Synpcc7942_2525,ATP-dependent Clp protease proteolytic subunit
NC_007604,2607529,+,clpX,Synpcc7942_2526,ATP-dependent protease ATP-binding subunit ClpX
NC_007604,2608875,+,-,Synpcc7942_2527,esterase
NC_007604,2609741,+,-,Synpcc7942_2528,hypothetical protein
NC_007604,2611092,-,-,Synpcc7942_2529,hypothetical protein
NC_007604,2611328,+,rpsB,Synpcc7942_2530,30S ribosomal protein S2
NC_007604,2612193,+,tsf,Synpcc7942_2531,elongation factor Ts
NC_007604,2613889,-,-,Synpcc7942_2532,hypothetical protein
NC_007604,2613998,+,-,Synpcc7942_2533,hypothetical protein
NC_007604,2615748,-,-,Synpcc7942_2534,GAF sensor-containing diguanylate cyclase
NC_007604,2615811,+,-,Synpcc7942_2535,diguanylate cyclase
NC_007604,2619626,-,-,Synpcc7942_2536,molecular chaperone DnaJ
NC_007604,2620273,-,clpP,Synpcc7942_2537,ATP-dependent Clp protease proteolytic subunit
NC_007604,2620960,-,-,Synpcc7942_2538,ATP-dependent Clp protease-like protein
NC_007604,2621671,-,-,Synpcc7942_2539,hypothetical protein
NC_007604,2622298,-,-,Synpcc7942_2540,blue-copper-protein-like protein
NC_007604,2622353,+,rplS,Synpcc7942_2541,50S ribosomal protein L19
NC_007604,2622812,+,-,Synpcc7942_R0019,Trp tRNA
NC_007604,2623091,+,-,Synpcc7942_R0020,Asp tRNA
NC_007604,2623725,-,-,Synpcc7942_2542,cytochrome C6-2
NC_007604,2624449,-,-,Synpcc7942_2543,phage SPO1 DNA polymerase-like protein
NC_007604,2624868,-,-,Synpcc7942_2544,hypothetical protein
NC_007604,2624982,+,-,Synpcc7942_2545,aspartate aminotransferase
NC_007604,2626237,+,-,Synpcc7942_2546,hypothetical protein
NC_007604,2627005,+,-,Synpcc7942_2547,hypothetical protein
NC_007604,2627407,+,leuD,Synpcc7942_2548,isopropylmalate isomerase small subunit
NC_007604,2628358,-,-,Synpcc7942_2549,hypothetical protein
NC_007604,2628487,+,-,Synpcc7942_2550,hypothetical protein
NC_007604,2632062,-,-,Synpcc7942_2551,(NiFe) hydrogenase maturation protein HypF
NC_007604,2632862,-,-,Synpcc7942_2552,hydrogenase accessory protein HypB
NC_007604,2633201,-,-,Synpcc7942_2553,hydrogenase nickel insertion protein HypA
NC_007604,2633647,-,-,Synpcc7942_2554,hypothetical protein
NC_007604,2635095,-,-,Synpcc7942_2555,NAD-reducing hydrogenase HoxS subunit beta
NC_007604,2635650,-,-,Synpcc7942_2556,NAD-reducing hydrogenase HoxS delta subunit
NC_007604,2636354,-,-,Synpcc7942_2557,bidirectional hydrogenase complex protein HoxU
NC_007604,2636518,+,-,Synpcc7942_2558,cysteine desulfurase
NC_007604,2638384,-,rplI,Synpcc7942_2559,50S ribosomal protein L9
NC_007604,2638476,+,-,Synpcc7942_2560,acetyltransferase
NC_007604,2640226,-,-,Synpcc7942_2561,delta-9 acyl-phospholipid desaturase
NC_007604,2640073,+,-,Synpcc7942_2562,aluminum resistance protein
NC_007604,2641349,+,-,Synpcc7942_2563,exonuclease SbcC
NC_007604,2644800,-,-,Synpcc7942_2564,biotin carboxyl carrier protein
NC_007604,2645392,-,-,Synpcc7942_2565,elongation factor P
NC_007604,2645522,+,-,Synpcc7942_2566,peptidyl-prolyl cis-trans isomerase
NC_007604,2646633,+,-,Synpcc7942_2567,thiamine monophosphate kinase
NC_007604,2648101,-,-,Synpcc7942_2568,hypothetical protein
NC_007604,2648820,-,-,Synpcc7942_2569,orotidine 5'-phosphate decarboxylase
NC_007604,2650032,-,-,Synpcc7942_2570,tyrosyl-tRNA synthetase
NC_007604,2650102,+,-,Synpcc7942_2571,penicillin-binding protein 1A
NC_007604,2652377,-,-,Synpcc7942_2572,hypothetical protein
NC_007604,2653346,-,-,Synpcc7942_2573,manganese transport system membrane protein MntB
NC_007604,2654102,-,-,Synpcc7942_2574,ATPase
NC_007604,2654163,+,-,Synpcc7942_2575,Mn transporter MntC
NC_007604,2655349,-,-,Synpcc7942_R0050,5S ribosomal RNA
NC_007604,2658297,-,-,Synpcc7942_R0051,23S ribosomal RNA
NC_007604,2658574,-,-,Synpcc7942_R0021,Ala tRNA
NC_007604,2658681,-,-,Synpcc7942_R0022,Ile tRNA
NC_007604,2660332,-,-,Synpcc7942_R0052,16S ribosomal RNA
NC_007604,2662110,-,-,Synpcc7942_2576,hypothetical protein
NC_007604,2663092,-,murQ,Synpcc7942_2577,N-acetylmuramic acid-6-phosphate etherase
NC_007604,2663566,-,-,Synpcc7942_2578,hypothetical protein
NC_007604,2664450,-,-,Synpcc7942_2579,molecular chaperone DnaJ
NC_007604,2666709,-,-,Synpcc7942_2580,molecular chaperone DnaK
NC_007604,2666924,-,-,Synpcc7942_R0023,Ser tRNA
NC_007604,2667018,+,-,Synpcc7942_2581,ferredoxin (2Fe-2S)
NC_007604,2667390,+,-,Synpcc7942_2582,myo-inositol-1(or 4)-monophosphatase
NC_007604,2668299,+,-,Synpcc7942_2583,hypothetical protein
NC_007604,2668941,+,-,Synpcc7942_2584,short chain dehydrogenase
NC_007604,2670228,-,-,Synpcc7942_2585,BadM/Rrf2 family transcriptional regulator
NC_007604,2670355,+,-,Synpcc7942_2586,hypothetical protein
NC_007604,2671393,-,-,Synpcc7942_2587,hypothetical protein
NC_007604,2672932,-,-,Synpcc7942_2588,3-octaprenyl-4-hydroxybenzoate carboxy-lyase
NC_007604,2673063,+,-,Synpcc7942_2589,2-phosphosulfolactate phosphatase
NC_007604,2674093,+,-,Synpcc7942_2590,pilin-like protein
NC_007604,2674605,+,-,Synpcc7942_2591,hypothetical protein
NC_007604,2675925,-,pyrE,Synpcc7942_2592,orotate phosphoribosyltransferase
NC_007604,2676025,+,-,Synpcc7942_2593,hypothetical protein
NC_007604,2676678,-,-,Synpcc7942_R0024,Met tRNA
NC_007604,2676752,+,-,Synpcc7942_2594,hypothetical protein
NC_007604,2677372,+,-,Synpcc7942_2595,hypothetical protein
NC_007604,2678860,+,-,Synpcc7942_2596,oxidoreductase
NC_007604,2679934,+,-,Synpcc7942_2597,adenylate cyclase
NC_007604,2681486,-,-,Synpcc7942_2598,hypothetical protein
NC_007604,2681839,-,-,Synpcc7942_2599,hypothetical protein
NC_007604,2682813,-,-,Synpcc7942_2600,protoheme IX farnesyltransferase
NC_007604,2683813,-,-,Synpcc7942_2601,cytochrome aa3 controlling protein
NC_007604,2684044,+,-,Synpcc7942_2602,cytochrome c oxidase subunit II
NC_007604,2684995,+,-,Synpcc7942_2603,cytochrome-c oxidase
NC_007604,2686700,+,-,Synpcc7942_2604,cytochrome c oxidase subunit III
NC_007604,2688050,-,-,Synpcc7942_2605,hypothetical protein
NC_007604,2690119,-,thrS,Synpcc7942_2606,threonyl-tRNA synthetase
NC_007604,2691003,-,-,Synpcc7942_2607,exodeoxyribonuclease III
NC_007604,2691104,+,-,Synpcc7942_2608,hypothetical protein
NC_007604,2691626,+,-,Synpcc7942_2609,hypothetical protein
NC_007604,2692960,-,-,Synpcc7942_2610,uroporphyrin-III C-methyltransferase
NC_007604,2693757,-,-,Synpcc7942_2611,hypothetical protein
NC_007604,2693825,+,-,Synpcc7942_2612,threonine synthase
NC_007604,2695870,-,-,Synpcc7942_2613,phosphoglycolate phosphatase
NC_007595,394,-,-,Synpcc7942_B2615,hypothetical protein
NC_007595,1321,-,-,Synpcc7942_B2626,hypothetical protein
NC_007595,1929,-,-,Synpcc7942_B2637,ParA-like protein
NC_007595,2063,+,-,Synpcc7942_B2648,hypothetical protein
NC_007595,2340,+,-,Synpcc7942_B2659,nucleic acid binding protein
NC_007595,3070,-,-,Synpcc7942_B2654,hypothetical protein
NC_007595,5040,-,-,Synpcc7942_B2661,cysteine desulfurase
NC_007595,6195,-,-,Synpcc7942_B2662,major membrane protein I
NC_007595,7249,-,-,Synpcc7942_B2663,putative serine acetyltransferase
NC_007595,8235,-,-,Synpcc7942_B2664,cysteine synthase
NC_007595,8691,+,-,Synpcc7942_B2616,hypothetical protein
NC_007595,9845,-,-,Synpcc7942_B2617,hypothetical protein
NC_007595,9947,+,-,Synpcc7942_B2618,BadM/Rrf2 family transcriptional regulator
NC_007595,10600,+,-,Synpcc7942_B2619,"carbonic anhydrase, putative"
NC_007595,11202,+,-,Synpcc7942_B2620,putative catalase
NC_007595,12400,+,-,Synpcc7942_B2621,hypothetical protein
NC_007595,13100,+,-,Synpcc7942_B2622,chromate transporter
NC_007595,14412,+,-,Synpcc7942_B2623,cysteine synthase A
NC_007595,15398,+,-,Synpcc7942_B2624,gamma-glutamyltransferase 2
NC_007595,17149,+,-,Synpcc7942_B2625,hypothetical protein
NC_007595,17687,+,-,Synpcc7942_B2627,hypothetical protein
NC_007595,18745,+,-,Synpcc7942_B2628,"sulfonate ABC transporter, ATP-binding protein, putative"
NC_007595,19583,+,-,Synpcc7942_B2629,"sulfonate ABC transporter, periplasmic sulfonate-binding protein, putative"
NC_007595,20808,+,-,Synpcc7942_B2630,"sulfonate ABC transporter, permease protein, putative"
NC_007595,21934,+,-,Synpcc7942_B2631,hypothetical protein
NC_007595,22166,+,-,Synpcc7942_B2652,hypothetical protein
NC_007595,23511,-,-,Synpcc7942_B2655,hypothetical protein
NC_007595,24160,-,-,Synpcc7942_B2632,hypothetical protein
NC_007595,24871,+,-,Synpcc7942_B2633,hypothetical protein
NC_007595,28894,-,-,Synpcc7942_B2656,hypothetical protein
NC_007595,29365,-,-,Synpcc7942_B2657,hypothetical protein
NC_007595,31430,-,-,Synpcc7942_B2634,hypothetical protein
NC_007595,31509,+,-,Synpcc7942_B2635,hypothetical protein
NC_007595,33473,+,-,Synpcc7942_B2636,hypothetical protein
NC_007595,34359,-,-,Synpcc7942_B2658,hypothetical protein
NC_007595,34543,+,-,Synpcc7942_B2638,hypothetical protein
NC_007595,34802,+,-,Synpcc7942_B2639,hypothetical protein
NC_007595,36077,-,-,Synpcc7942_B2640,hypothetical protein
NC_007595,36267,+,-,Synpcc7942_B2641,hypothetical protein
NC_007595,37493,-,-,Synpcc7942_B2642,putative zinc-binding oxidoreductase
NC_007595,38428,-,-,Synpcc7942_B2643,ThiJ family protein
NC_007595,38521,+,-,Synpcc7942_B2644,response regulator receiver domain-containing protein
NC_007595,39571,+,-,Synpcc7942_B2645,hypothetical protein
NC_007595,41786,-,-,Synpcc7942_B2646,two-component sensor histidine kinase
NC_007595,42620,-,-,Synpcc7942_B2647,response regulator receiver domain-containing protein
NC_007595,42652,+,-,Synpcc7942_B2649,hypothetical protein
NC_007595,43298,+,-,Synpcc7942_B2650,hypothetical protein
NC_007595,43857,+,-,Synpcc7942_B2660,hypothetical protein
NC_007595,45741,-,-,Synpcc7942_B2651,integrase/recombinase
NC_007595,46285,-,-,Synpcc7942_B2653,"transcriptional modulator of MazE/toxin, MazF"
NC_004990,1137,-,-,ST32046_p3,hypothetical protein
NC_004990,1485,+,pmaA,ST32046_p4,hypothetical protein
NC_004990,1938,+,pmaB,ST32046_p5,hypothetical protein
NC_004990,3159,-,-,ST32046_p6,hypothetical protein
NC_004990,4040,-,repB,ST32046_p7,hypothetical protein
NC_004990,6625,-,repA,ST32046_p8,hypothetical protein
NC_004990,7402,-,-,ST32046_p9,hypothetical protein
